,action,reward
534,3,0
535,3,-1
536,2,-1
537,0,-3
538,0,0
539,1,1
540,1,2
541,3,1
542,3,0
543,0,0
544,2,-2
545,3,1
546,0,1
547,2,-1
548,3,1
549,1,3
550,0,1
551,0,1
552,1,1
553,1,2
554,0,1
555,3,1
556,1,3
557,0,0
558,0,1
559,2,1
560,0,1
561,0,1
562,0,0
563,1,2
564,3,1
565,1,3
566,0,1
567,0,1
568,0,1
569,1,-1
570,1,-1
571,0,-3
572,1,1
573,2,1
574,1,0
575,2,1
576,1,2
577,1,1
578,0,-1
579,0,0
580,0,0
581,3,-1
582,1,2
583,3,0
584,1,0
585,0,1
586,0,-1
587,0,-1
588,0,1
589,0,-2
590,0,1
591,1,2
592,0,0
593,0,-2
594,0,3
595,0,2
596,3,0
597,0,3
598,2,-1
599,1,2
600,0,0
601,0,1
602,1,2
603,3,1
604,0,1
605,2,-1
606,0,1
607,0,1
608,0,1
609,2,0
610,1,2
611,3,0
612,1,1
613,0,-1
614,1,-3
615,3,1
616,1,2
617,1,1
618,0,0
619,1,3
620,1,2
621,1,1
622,0,-3
623,2,-1
624,1,3
625,0,0
626,1,2
627,3,1
628,1,2
629,0,0
630,1,1
631,0,-3
632,2,0
633,0,0
634,0,-1
635,0,0
636,0,1
637,1,0
638,2,1
639,1,1
640,2,1
641,0,0
642,3,1
643,1,-1
644,3,1
645,1,0
646,0,0
647,3,3
648,0,0
649,1,2
650,0,1
651,0,1
652,0,1
653,3,1
654,0,0
655,0,1
656,2,-1
657,0,1
658,3,3
659,0,1
660,1,2
661,2,1
662,1,2
663,1,2
664,0,1
665,1,-1
666,0,1
667,0,1
668,0,0
669,0,-1
670,0,2
671,0,0
672,3,-3
673,0,0
674,1,2
675,2,2
676,0,0
677,2,0
678,3,0
679,3,-1
680,0,0
681,0,1
682,1,2
683,2,0
684,0,0
685,0,-1
686,1,1
687,2,1
688,0,-1
689,0,0
690,1,1
691,0,3
692,0,-1
693,0,1
694,1,3
695,1,0
696,0,0
697,2,-2
698,2,1
699,0,1
700,0,0
701,1,3
702,2,1
703,0,3
704,0,0
705,0,1
706,2,1
707,1,3
708,1,1
709,0,-3
710,3,-2
711,2,1
712,0,1
713,0,1
714,0,1
715,2,1
716,0,3
717,2,1
718,1,1
719,0,-3
720,2,0
721,0,-1
722,0,0
723,1,2
724,2,-1
725,3,1
726,0,3
727,0,1
728,0,0
729,0,1
730,1,1
731,3,0
732,3,3
733,3,0
734,2,1
735,2,1
736,3,0
737,0,1
738,1,2
739,0,-4
740,0,0
741,1,2
742,0,0
743,0,1
744,1,2
745,0,1
746,0,-2
747,1,3
748,0,1
749,0,-1
750,0,1
751,2,1
752,0,1
753,0,0
754,1,2
755,1,2
756,2,-1
757,0,1
758,0,0
759,1,0
760,0,2
761,0,0
762,0,0
763,1,2
764,0,-1
765,2,-1
766,3,1
767,2,-1
768,0,0
769,3,1
770,0,1
771,3,0
772,1,1
773,2,0
774,3,0
775,2,-1
776,1,2
777,0,0
778,3,1
779,3,-1
780,0,1
781,0,1
782,3,-1
783,0,1
784,0,1
785,0,0
786,0,-3
787,1,2
788,2,-2
789,2,-2
790,1,1
791,3,1
792,0,-1
793,1,2
794,1,2
795,1,2
796,0,1
797,1,0
798,0,2
799,1,2
800,2,1
801,2,0
802,1,2
803,0,1
804,2,1
805,3,1
806,0,1
807,0,0
808,1,0
809,0,0
810,3,1
811,2,1
812,1,2
813,0,1
814,0,1
815,0,-2
816,1,2
817,0,0
818,3,-1
819,2,1
820,1,3
821,1,3
822,2,-1
823,3,1
824,0,1
825,0,1
826,2,1
827,1,2
828,0,0
829,2,1
830,0,1
831,0,1
832,2,0
833,1,1
834,0,1
835,0,1
836,2,1
837,3,-3
838,0,1
839,3,1
840,2,2
841,3,0
842,1,2
843,0,3
844,0,1
845,0,-1
846,0,1
847,1,1
848,1,2
849,2,-2
850,0,-1
851,0,-1
852,0,1
853,2,1
854,0,1
855,0,0
856,1,2
857,1,2
858,0,0
859,3,1
860,1,2
861,2,0
862,1,2
863,1,-1
864,0,0
865,2,1
866,0,1
867,0,0
868,2,-3
869,0,1
870,1,1
871,2,0
872,0,0
873,0,0
874,3,1
875,2,3
876,0,3
877,2,0
878,1,2
879,1,2
880,0,3
881,0,1
882,1,2
883,1,2
884,2,1
885,0,1
886,0,0
887,3,1
888,3,0
889,0,1
890,2,1
891,1,-1
892,0,1
893,2,0
894,1,2
895,1,0
896,1,3
897,0,0
898,0,-2
899,1,-2
900,3,1
901,0,3
902,1,2
903,0,-1
904,0,0
905,0,-1
906,0,1
907,1,2
908,0,1
909,3,2
910,0,1
911,1,1
912,1,2
913,3,1
914,0,1
915,1,2
916,0,-1
917,0,0
918,3,1
919,0,-3
920,0,1
921,0,2
922,0,-2
923,0,1
924,1,2
925,0,2
926,0,0
927,0,1
928,1,3
929,1,2
930,0,1
931,0,1
932,0,-1
933,0,1
934,0,0
935,1,2
936,2,3
937,2,1
938,0,0
939,0,1
940,1,2
941,1,3
942,3,-2
943,3,1
944,1,3
945,3,1
946,0,1
947,1,1
948,1,2
949,2,0
950,0,0
951,2,0
952,0,-1
953,2,1
954,0,1
955,1,0
956,2,-3
957,0,-1
958,1,0
959,2,3
960,0,1
961,1,1
962,0,1
963,1,-1
964,0,-2
965,0,0
966,1,3
967,2,-1
968,1,2
969,0,1
970,2,1
971,0,-1
972,0,1
973,1,2
974,3,1
975,0,-2
976,2,-1
977,0,-1
978,3,1
979,1,1
980,0,1
981,2,-3
982,0,1
983,2,2
984,0,1
985,1,2
986,3,1
987,0,-2
988,1,1
989,1,2
990,1,3
991,1,0
992,0,0
993,1,2
994,0,0
995,1,2
996,0,1
997,2,3
998,0,3
999,2,-2
1000,0,0
1001,0,0
1002,3,-2
1003,0,1
1004,0,1
1005,1,2
1006,0,1
1007,1,2
1008,2,1
1009,1,2
1010,3,-1
1011,0,-2
1012,1,1
1013,0,1
1014,0,1
1015,1,3
1016,3,-1
1017,3,-2
1018,1,0
1019,1,-1
1020,2,3
1021,0,1
1022,1,2
1023,0,1
1024,0,-1
1025,0,0
1026,0,1
1027,0,0
1028,0,3
1029,1,2
1030,2,2
1031,0,1
1032,3,0
1033,1,1
1034,0,3
1035,1,0
1036,0,1
1037,0,0
1038,2,-1
1039,3,1
1040,0,0
1041,1,2
1042,0,0
1043,0,-1
1044,1,2
1045,3,3
1046,0,1
1047,1,3
1048,1,2
1049,0,-1
1050,0,0
1051,1,2
1052,1,2
1053,0,3
1054,0,1
1055,0,-1
1056,1,3
1057,0,1
1058,0,1
1059,0,0
1060,0,1
1061,2,-5
1062,0,1
1063,1,1
1064,3,-1
1065,2,1
1066,1,2
1067,0,1
1068,0,1
1069,1,1
1070,0,1
1071,1,2
1072,0,0
1073,3,-2
1074,0,-2
1075,0,0
1076,0,0
1077,1,0
1078,0,1
1079,3,1
1080,0,3
1081,0,-1
1082,1,2
1083,0,1
1084,1,1
1085,3,1
1086,1,2
1087,1,2
1088,3,1
1089,0,-2
1090,3,0
1091,2,1
1092,3,1
1093,1,0
1094,0,-1
1095,0,-2
1096,0,2
1097,3,0
1098,3,3
1099,1,3
1100,1,3
1101,0,1
1102,0,3
1103,0,3
1104,0,1
1105,3,0
1106,1,2
1107,0,1
1108,0,1
1109,2,1
1110,1,3
1111,3,1
1112,1,1
1113,1,1
1114,1,2
1115,2,1
1116,1,1
1117,2,-1
1118,0,0
1119,2,0
1120,3,-2
1121,1,2
1122,1,1
1123,0,-1
1124,2,1
1125,1,2
1126,3,1
1127,1,2
1128,0,1
1129,2,-2
1130,2,-1
1131,0,1
1132,3,1
1133,0,0
1134,0,1
1135,1,-1
1136,0,1
1137,1,2
1138,0,1
1139,0,1
1140,3,1
1141,2,1
1142,0,1
1143,0,0
1144,1,2
1145,2,1
1146,1,2
1147,0,1
1148,3,2
1149,1,1
1150,0,-1
1151,0,0
1152,0,1
1153,1,2
1154,0,0
1155,1,1
1156,2,1
1157,0,1
1158,0,0
1159,0,3
1160,0,0
1161,0,1
1162,0,3
1163,2,-1
1164,1,2
1165,3,1
1166,2,-1
1167,3,-1
1168,1,0
1169,2,3
1170,0,1
1171,3,1
1172,2,1
1173,0,0
1174,3,0
1175,2,1
1176,1,2
1177,0,1
1178,0,0
1179,1,-2
1180,1,2
1181,0,1
1182,0,2
1183,2,1
1184,1,1
1185,0,-2
1186,2,0
1187,0,1
1188,1,2
1189,2,1
1190,2,1
1191,0,1
1192,0,1
1193,0,2
1194,0,0
1195,3,1
1196,1,2
1197,0,1
1198,0,0
1199,1,2
1200,1,1
1201,1,2
1202,2,1
1203,1,2
1204,0,1
1205,0,3
1206,1,2
1207,0,1
1208,3,-2
1209,0,1
1210,0,0
1211,2,0
1212,0,1
1213,1,-2
1214,3,-1
1215,0,1
1216,0,1
1217,3,1
1218,0,1
1219,2,-2
1220,0,1
1221,1,3
1222,1,2
1223,3,-1
1224,2,1
1225,1,2
1226,0,1
1227,2,0
1228,0,0
1229,2,2
1230,1,1
1231,0,1
1232,1,2
1233,2,1
1234,1,3
1235,1,-1
1236,1,-1
1237,0,-2
1238,0,-2
1239,2,0
1240,0,0
1241,0,1
1242,2,1
1243,2,1
1244,2,3
1245,1,1
1246,2,-5
1247,1,2
1248,0,3
1249,0,1
1250,2,-1
1251,0,1
1252,0,1
1253,3,-1
1254,0,0
1255,1,-1
1256,0,-1
1257,3,1
1258,1,1
1259,1,2
1260,3,0
1261,2,-1
1262,0,-1
1263,1,1
1264,0,0
1265,3,-1
1266,0,-3
1267,2,-1
1268,3,1
1269,0,3
1270,1,2
1271,0,0
1272,1,2
1273,0,1
1274,0,1
1275,0,3
1276,0,1
1277,0,0
1278,2,-2
1279,1,0
1280,0,0
1281,0,0
1282,0,1
1283,0,1
1284,3,0
1285,3,1
1286,0,0
1287,0,1
1288,0,1
1289,1,0
1290,0,1
1291,1,1
1292,3,0
1293,0,0
1294,0,1
1295,0,1
1296,3,0
1297,0,0
1298,3,1
1299,0,1
1300,0,3
1301,0,0
1302,3,0
1303,3,0
1304,0,1
1305,1,1
1306,3,2
1307,1,2
1308,0,1
1309,0,0
1310,1,-2
1311,1,3
1312,1,2
1313,0,-1
1314,1,1
1315,0,0
1316,3,-1
1317,1,1
1318,3,1
1319,3,0
1320,0,2
1321,1,1
1322,0,1
1323,2,-1
1324,0,-4
1325,0,-3
1326,0,0
1327,1,0
1328,3,1
1329,0,1
1330,2,-6
1331,2,1
1332,0,1
1333,0,0
1334,3,0
1335,0,-1
1336,0,1
1337,3,0
1338,0,1
1339,3,3
1340,2,1
1341,2,-1
1342,0,1
1343,2,1
1344,1,2
1345,3,1
1346,1,0
1347,2,1
1348,0,0
1349,2,-2
1350,0,0
1351,0,-4
1352,0,0
1353,0,1
1354,2,0
1355,0,1
1356,0,2
1357,0,1
1358,3,2
1359,2,-1
1360,3,1
1361,1,2
1362,0,1
1363,0,1
1364,0,1
1365,0,3
1366,1,1
1367,2,1
1368,0,1
1369,0,1
1370,2,0
1371,1,1
1372,0,1
1373,3,-1
1374,1,0
1375,1,1
1376,0,0
1377,3,0
1378,0,1
1379,0,0
1380,0,-1
1381,2,1
1382,0,1
1383,1,1
1384,0,1
1385,1,0
1386,0,1
1387,0,-2
1388,0,1
1389,1,2
1390,0,1
1391,3,1
1392,2,0
1393,3,1
1394,0,1
1395,0,-1
1396,0,1
1397,3,0
1398,3,0
1399,3,1
1400,2,0
1401,0,1
1402,0,1
1403,0,-2
1404,3,1
1405,1,1
1406,0,1
1407,1,-1
1408,0,-1
1409,3,0
1410,1,0
1411,2,-1
1412,3,1
1413,2,3
1414,0,1
1415,2,1
1416,3,0
1417,0,3
1418,0,1
1419,1,2
1420,0,0
1421,1,2
1422,0,-1
1423,3,1
1424,0,0
1425,2,3
1426,0,-4
1427,1,1
1428,0,1
1429,1,3
1430,0,0
1431,1,2
1432,1,1
1433,2,1
1434,1,2
1435,2,1
1436,1,2
1437,1,1
1438,1,1
1439,3,1
1440,0,0
1441,0,1
1442,0,1
1443,1,2
1444,1,2
1445,0,1
1446,0,1
1447,0,1
1448,1,2
1449,1,-1
1450,2,0
1451,0,0
1452,3,1
1453,0,1
1454,1,2
1455,0,-3
1456,0,0
1457,1,2
1458,2,1
1459,1,3
1460,0,2
1461,0,1
1462,3,-3
1463,0,-1
1464,0,3
1465,0,1
1466,2,-1
1467,2,-3
1468,0,-1
1469,0,1
1470,0,0
1471,0,1
1472,1,1
1473,0,0
1474,1,2
1475,0,1
1476,0,1
1477,3,1
1478,0,1
1479,0,0
1480,3,2
1481,1,2
1482,0,1
1483,2,-2
1484,2,-1
1485,0,-2
1486,3,0
1487,1,2
1488,1,2
1489,0,1
1490,0,-1
1491,3,2
1492,3,3
1493,2,0
1494,0,0
1495,0,0
1496,3,0
1497,1,2
1498,1,2
1499,3,0
1500,0,1
1501,0,1
1502,1,1
1503,2,-1
1504,0,1
1505,3,0
1506,0,1
1507,0,0
1508,2,1
1509,0,-1
1510,0,0
1511,3,1
1512,3,1
1513,3,1
1514,0,0
1515,0,1
1516,2,-1
1517,1,2
1518,3,0
1519,1,2
1520,1,2
1521,0,0
1522,0,0
1523,3,1
1524,3,0
1525,1,2
1526,1,0
1527,1,1
1528,0,0
1529,2,-2
1530,2,1
1531,1,2
1532,0,0
1533,0,0
1534,0,1
1535,0,1
1536,0,0
1537,0,-1
1538,0,-2
1539,0,0
1540,1,3
1541,2,0
1542,1,2
1543,0,1
1544,0,1
1545,0,0
1546,2,-4
1547,1,1
1548,1,2
1549,2,0
1550,2,-1
1551,1,3
1552,0,1
1553,0,1
1554,3,1
1555,1,2
1556,1,1
1557,0,1
1558,0,0
1559,1,2
1560,3,1
1561,1,2
1562,0,1
1563,0,-1
1564,0,1
1565,0,1
1566,0,3
1567,2,1
1568,0,1
1569,3,0
1570,1,1
1571,0,-1
1572,0,1
1573,1,1
1574,3,3
1575,1,2
1576,2,1
1577,0,0
1578,0,-1
1579,1,2
1580,3,2
1581,1,0
1582,3,0
1583,2,0
1584,1,2
1585,1,1
1586,0,1
1587,0,1
1588,0,1
1589,0,1
1590,0,3
1591,0,0
1592,2,0
1593,1,1
1594,2,0
1595,1,1
1596,0,-1
1597,0,0
1598,1,1
1599,1,1
1600,1,2
1601,1,2
1602,0,0
1603,2,0
1604,0,3
1605,3,0
1606,0,-1
1607,2,0
1608,1,2
1609,0,-2
1610,3,0
1611,1,2
1612,3,0
1613,1,1
1614,0,1
1615,0,2
1616,0,0
1617,0,1
1618,1,1
1619,3,1
1620,0,1
1621,0,0
1622,1,2
1623,1,2
1624,0,-1
1625,0,1
1626,2,-1
1627,0,1
1628,3,0
1629,1,0
1630,3,0
1631,0,1
1632,0,-1
1633,0,0
1634,0,1
1635,2,1
1636,0,0
1637,0,0
1638,0,1
1639,0,1
1640,3,3
1641,0,-2
1642,0,-1
1643,1,2
1644,1,2
1645,0,1
1646,3,-1
1647,1,2
1648,1,2
1649,0,-1
1650,2,0
1651,2,-1
1652,1,2
1653,1,2
1654,0,1
1655,0,1
1656,2,1
1657,3,0
1658,0,-2
1659,0,-1
1660,0,-1
1661,3,1
1662,1,2
1663,0,0
1664,0,-1
1665,0,1
1666,1,1
1667,2,-1
1668,0,1
1669,1,2
1670,2,0
1671,0,0
1672,1,1
1673,1,2
1674,1,2
1675,1,2
1676,2,3
1677,0,1
1678,2,0
1679,1,2
1680,0,0
1681,0,-2
1682,0,1
1683,0,0
1684,0,1
1685,0,3
1686,0,2
1687,1,2
1688,0,0
1689,0,2
1690,0,1
1691,0,-2
1692,0,0
1693,0,1
1694,2,3
1695,0,-1
1696,0,0
1697,0,0
1698,2,1
1699,0,0
1700,1,2
1701,0,0
1702,3,2
1703,0,-7
1704,0,1
1705,1,0
1706,1,2
1707,2,0
1708,3,1
1709,2,1
1710,1,2
1711,0,-4
1712,1,2
1713,0,1
1714,0,1
1715,0,0
1716,1,2
1717,0,1
1718,2,0
1719,1,2
1720,1,1
1721,0,1
1722,0,0
1723,3,0
1724,3,1
1725,0,-2
1726,3,1
1727,0,0
1728,0,2
1729,1,1
1730,0,0
1731,0,1
1732,3,-2
1733,0,0
1734,1,2
1735,1,0
1736,0,0
1737,0,1
1738,1,2
1739,0,0
1740,1,0
1741,1,2
1742,1,2
1743,0,1
1744,0,1
1745,0,3
1746,1,2
1747,1,2
1748,1,1
1749,0,1
1750,0,3
1751,2,0
1752,2,1
1753,1,2
1754,0,1
1755,0,1
1756,0,1
1757,2,1
1758,0,1
1759,0,1
1760,0,0
1761,3,1
1762,3,-1
1763,0,0
1764,3,0
1765,0,1
1766,0,-2
1767,0,0
1768,1,2
1769,0,-1
1770,1,2
1771,3,2
1772,0,0
1773,2,-2
1774,2,1
1775,0,0
1776,1,2
1777,1,2
1778,2,-2
1779,0,0
1780,0,1
1781,2,1
1782,1,2
1783,3,0
1784,2,0
1785,1,-2
1786,1,2
1787,3,1
1788,0,1
1789,0,1
1790,0,-3
1791,1,2
1792,3,1
1793,1,2
1794,3,-1
1795,3,-2
1796,1,0
1797,0,0
1798,0,1
1799,0,0
1800,0,1
1801,0,1
1802,0,-2
1803,1,2
1804,3,0
1805,0,1
1806,1,2
1807,1,2
1808,2,1
1809,1,2
1810,1,2
1811,0,1
1812,1,2
1813,1,2
1814,2,-2
1815,1,0
1816,3,0
1817,0,-1
1818,0,1
1819,1,2
1820,3,-3
1821,0,1
1822,0,1
1823,0,0
1824,0,0
1825,1,1
1826,1,2
1827,3,1
1828,0,-2
1829,0,1
1830,3,0
1831,0,0
1832,1,2
1833,0,1
1834,1,1
1835,2,-3
1836,1,2
1837,3,1
1838,0,-2
1839,1,2
1840,1,-1
1841,1,2
1842,0,1
1843,3,1
1844,0,-2
1845,2,0
1846,0,1
1847,2,1
1848,2,-1
1849,0,1
1850,1,2
1851,1,1
1852,1,2
1853,0,2
1854,0,1
1855,3,1
1856,2,-1
1857,1,2
1858,1,2
1859,3,3
1860,3,-1
1861,2,-3
1862,1,2
1863,2,-2
1864,3,1
1865,0,0
1866,2,0
1867,1,0
1868,3,1
1869,3,-1
1870,1,0
1871,1,1
1872,0,1
1873,0,1
1874,1,1
1875,1,2
1876,0,1
1877,0,1
1878,1,1
1879,1,2
1880,0,-1
1881,1,2
1882,0,1
1883,0,1
1884,0,1
1885,0,-2
1886,0,1
1887,0,0
1888,0,2
1889,1,2
1890,0,-1
1891,2,1
1892,0,1
1893,1,2
1894,0,1
1895,3,1
1896,1,2
1897,0,1
1898,3,1
1899,1,0
1900,1,2
1901,0,1
1902,2,1
1903,3,0
1904,2,0
1905,0,3
1906,2,-1
1907,2,1
1908,0,1
1909,0,-1
1910,1,0
1911,0,0
1912,0,0
1913,0,1
1914,0,0
1915,3,0
1916,0,0
1917,0,1
1918,3,3
1919,2,0
1920,0,1
1921,0,-1
1922,2,-1
1923,0,0
1924,1,1
1925,3,1
1926,3,1
1927,0,-1
1928,0,1
1929,0,3
1930,0,0
1931,0,0
1932,0,1
1933,0,1
1934,0,-1
1935,3,0
1936,0,1
1937,0,0
1938,2,1
1939,0,-2
1940,1,2
1941,0,-1
1942,0,-1
1943,0,1
1944,0,1
1945,1,-1
1946,1,2
1947,1,1
1948,0,0
1949,2,0
1950,1,2
1951,0,1
1952,0,-2
1953,1,1
1954,1,0
1955,2,-1
1956,2,-2
1957,1,3
1958,2,1
1959,0,1
1960,0,-1
1961,0,0
1962,0,-3
1963,2,1
1964,0,-1
1965,2,-1
1966,0,1
1967,3,1
1968,0,-1
1969,1,2
1970,0,-1
1971,1,2
1972,0,3
1973,1,2
1974,2,1
1975,1,2
1976,1,2
1977,0,-1
1978,3,0
1979,0,2
1980,2,-7
1981,3,1
1982,0,1
1983,1,2
1984,1,1
1985,0,-1
1986,1,0
1987,0,0
1988,0,-2
1989,0,1
1990,1,-3
1991,2,-3
1992,0,0
1993,1,2
1994,2,0
1995,1,1
1996,0,-3
1997,3,0
1998,0,1
1999,2,1
2000,1,2
2001,1,0
2002,0,-2
2003,3,1
2004,0,1
2005,0,0
2006,1,2
2007,0,1
2008,1,2
2009,0,1
2010,1,2
2011,1,2
2012,0,0
2013,2,-2
2014,0,0
2015,0,-1
2016,0,1
2017,0,1
2018,0,1
2019,1,0
2020,0,0
2021,0,0
2022,0,1
2023,1,2
2024,0,1
2025,2,1
2026,3,1
2027,0,-2
2028,0,1
2029,1,2
2030,1,0
2031,0,3
2032,0,-5
2033,2,-1
2034,0,0
2035,0,1
2036,2,-1
2037,0,1
2038,0,0
2039,0,1
2040,0,1
2041,0,1
2042,1,2
2043,1,1
2044,3,2
2045,3,1
2046,1,2
2047,0,1
2048,0,1
2049,0,1
2050,3,-4
2051,2,-1
2052,0,1
2053,0,1
2054,1,-1
2055,0,2
2056,0,0
2057,1,2
2058,0,-1
2059,2,3
2060,1,1
2061,1,1
2062,0,0
2063,3,1
2064,0,1
2065,0,2
2066,0,-1
2067,2,1
2068,0,0
2069,2,1
2070,1,2
2071,1,1
2072,3,1
2073,1,2
2074,1,2
2075,1,-1
2076,0,1
2077,1,2
2078,0,1
2079,2,1
2080,2,1
2081,0,1
2082,0,-1
2083,3,-1
2084,0,-1
2085,3,-1
2086,3,0
